fltno,dest,source,freq,route
6E  5001,DEL,MAA,7,DEL-MAA
6E  5006,DEL,MAA,7,DEL-MAA
6E  5008,DEL,MAA,7,DEL-MAA
6E  2859,DEL,MAA,6,DEL-MAA
6E  2028,DEL,MAA,7,DEL-MAA
6E  2031,DEL,MAA,7,DEL-MAA
6E  2406,DEL,MAA,7,DEL-MAA
6E  2519,DEL,MAA,7,DEL-MAA
6E  6236,DEL,MAA,7,DEL-MAA
6E  6752,DEL,CJB,7,DEL-CJB
6E  908,DEL,CJB,7,DEL-CJB
6E  2168,DEL,CJB,7,DEL-CJB
6E  6908,DEL,CJB,7,DEL-CJB
6E  493,DEL,DED,7,DEL-DED
6E  6097,DEL,DED,7,DEL-DED
6E  657,DEL,DED,7,DEL-DED
6E  818,DEL,DED,6,DEL-DED
6E  176,DEL,DED,5,DEL-DED
6E  176,DEL,DED,5,DEL-DED
6E  176,DEL,DED,1,DEL-DED
6E  176,DEL,DED,5,DEL-DED
6E  176,DEL,DED,5,DEL-DED
6E  176,DEL,DED,6,DEL-DED
6E  2071,DEL,DED,7,DEL-DED
6E  176,DEL,DED,1,DEL-DED
6E  176,DEL,DED,1,DEL-DED
6E  129,DEL,DED,7,DEL-DED
6E  5336,DEL,DIB,7,DEL-DIB
6E  6572,DEL,DIB,7,DEL-DIB
6E  6889,DEL,DIB,7,DEL-DIB
6E  2065,DEL,GAY,7,DEL-GAY
6E  2065,DEL,GAY,4,DEL-GAY
6E  329,DEL,GOI,7,DEL-GOI
6E  367,DEL,GOI,7,DEL-GOI
6E  399,DEL,GOI,7,DEL-GOI
6E  505,DEL,GOI,7,DEL-GOI
6E  614,DEL,GOI,7,DEL-GOI
6E  792,DEL,GOI,7,DEL-GOI
6E  161,DEL,GOI,1,DEL-GOI
6E  2024,DEL,GOI,7,DEL-GOI
6E  212,DEL,GOI,7,DEL-GOI
6E  256,DEL,GOI,3,DEL-GOI
6E  256,DEL,GOI,4,DEL-GOI
6E  256,DEL,GOI,7,DEL-GOI
6E  826,DEL,GOP,7,DEL-GOP
6E  826,DEL,GOP,7,DEL-GOP
6E  251,DEL,GAU,7,DEL-GAU
6E  694,DEL,GAU,7,DEL-GAU
6E  889,DEL,GAU,7,DEL-GAU
6E  939,DEL,GAU,7,DEL-GAU
6E  2157,DEL,GAU,7,DEL-GAU
6E  2192,DEL,GAU,7,DEL-GAU
6E  277,DEL,GAU,7,DEL-GAU
6E  694,DEL,GAU,7,DEL-GAU
6E  251,DEL,GAU,4,DEL-GAU
6E  251,DEL,GAU,3,DEL-GAU
6E  251,DEL,GAU,4,DEL-GAU
6E  303,DEL,HYD,7,DEL-HYD
6E  5013,DEL,HYD,7,DEL-HYD
6E  5055,DEL,HYD,7,DEL-HYD
6E  552,DEL,HYD,7,DEL-HYD
6E  601,DEL,HYD,7,DEL-HYD
6E  635,DEL,HYD,7,DEL-HYD
6E  679,DEL,HYD,6,DEL-HYD
6E  683,DEL,HYD,7,DEL-HYD
6E  739,DEL,HYD,6,DEL-HYD
6E  765,DEL,HYD,7,DEL-HYD
6E  767,DEL,HYD,7,DEL-HYD
6E  967,DEL,HYD,7,DEL-HYD
6E  679,DEL,HYD,1,DEL-HYD
6E  2022,DEL,HYD,7,DEL-HYD
6E  2164,DEL,HYD,7,DEL-HYD
6E  5001,DEL,HYD,7,DEL-HYD
6E  5055,DEL,HYD,7,DEL-HYD
6E  739,DEL,HYD,6,DEL-HYD
6E  967,DEL,HYD,7,DEL-HYD
6E  739,DEL,HYD,1,DEL-HYD
6E  2615,DEL,IMF,7,DEL-IMF
6E  2019,DEL,IMF,6,DEL-IMF
6E  2019,DEL,IMF,6,DEL-IMF
6E  436,DEL,IDR,7,DEL-IDR
6E  5038,DEL,IDR,7,DEL-IDR
6E  656,DEL,IDR,7,DEL-IDR
6E  6904,DEL,IDR,7,DEL-IDR
6E  963,DEL,IDR,7,DEL-IDR
6E  2063,DEL,IDR,7,DEL-IDR
6E  733,DEL,IDR,7,DEL-IDR
6E  2042,DEL,JAI,7,DEL-JAI
6E  212,DEL,JAI,7,DEL-JAI
6E  6098,DEL,JAI,7,DEL-JAI
6E  736,DEL,JAI,7,DEL-JAI
6E  818,DEL,JAI,1,DEL-JAI
6E  284,DEL,JAI,7,DEL-JAI
6E  114,DEL,JAI,7,DEL-JAI
6E  554,DEL,IXJ,7,DEL-IXJ
6E  955,DEL,IXJ,7,DEL-IXJ
6E  554,DEL,IXJ,7,DEL-IXJ
6E  2073,DEL,IXJ,7,DEL-IXJ
6E  2171,DEL,IXJ,7,DEL-IXJ
6E  2559,DEL,IXJ,4,DEL-IXJ
6E  423,DEL,JDH,7,DEL-JDH
6E  3101,DEL,JDH,7,DEL-JDH
6E  315,DEL,COK,7,DEL-COK
6E  359,DEL,COK,7,DEL-COK
6E  6193,DEL,COK,7,DEL-COK
6E  2046,DEL,COK,7,DEL-COK
6E  2123,DEL,COK,6,DEL-COK
6E  6193,DEL,COK,6,DEL-COK
6E  2123,DEL,COK,1,DEL-COK
6E  6193,DEL,COK,1,DEL-COK
6E  2128,DEL,CCU,7,DEL-CCU
6E  173,DEL,CCU,7,DEL-CCU
6E  2214,DEL,CCU,7,DEL-CCU
6E  283,DEL,CCU,7,DEL-CCU
6E  2841,DEL,CCU,7,DEL-CCU
6E  307,DEL,CCU,7,DEL-CCU
6E  377,DEL,CCU,7,DEL-CCU
6E  615,DEL,CCU,7,DEL-CCU
6E  786,DEL,CCU,7,DEL-CCU
6E  861,DEL,CCU,7,DEL-CCU
6E  921,DEL,CCU,7,DEL-CCU
6E  455,DEL,CCU,7,DEL-CCU
6E  455,DEL,CCU,7,DEL-CCU
6E  2128,DEL,CCU,7,DEL-CCU
6E  261,DEL,CCU,3,DEL-CCU
6E  307,DEL,CCU,3,DEL-CCU
6E  377,DEL,CCU,3,DEL-CCU
6E  6457,DEL,CCU,3,DEL-CCU
6E  2015,DEL,CCU,6,DEL-CCU
6E  2128,DEL,CCU,7,DEL-CCU
6E  282,DEL,CCU,1,DEL-CCU
6E  282,DEL,CCU,2,DEL-CCU
6E  282,DEL,CCU,1,DEL-CCU
6E  282,DEL,CCU,2,DEL-CCU
6E  261,DEL,CCU,4,DEL-CCU
6E  2076,DEL,CCU,4,DEL-CCU
6E  282,DEL,CCU,3,DEL-CCU
6E  261,DEL,CCU,3,DEL-CCU
6E  307,DEL,CCU,7,DEL-CCU
6E  377,DEL,CCU,7,DEL-CCU
6E  6457,DEL,CCU,7,DEL-CCU
6E  282,DEL,CCU,2,DEL-CCU
6E  2076,DEL,CCU,3,DEL-CCU
6E  2076,DEL,CCU,3,DEL-CCU
6E  282,DEL,CCU,1,DEL-CCU
6E  5913,DEL,CCJ,7,DEL-CCJ
6E  1759,DEL,KWI,6,DEL-KWI
6E  1759,DEL,KWI,6,DEL-KWI
6E  174,DEL,LKO,7,DEL-LKO
6E  5003,DEL,LKO,7,DEL-LKO
6E  5043,DEL,LKO,7,DEL-LKO
6E  634,DEL,LKO,7,DEL-LKO
6E  6528,DEL,LKO,7,DEL-LKO
6E  6612,DEL,LKO,7,DEL-LKO
6E  6613,DEL,LKO,7,DEL-LKO
6E  943,DEL,LKO,7,DEL-LKO
6E  959,DEL,LKO,7,DEL-LKO
6E  6528,DEL,LKO,1,DEL-LKO
6E  5424,DEL,LKO,7,DEL-LKO
6E  2424,DEL,LKO,7,DEL-LKO
6E  5003,DEL,LKO,7,DEL-LKO
6E  6528,DEL,LKO,6,DEL-LKO
6E  906,DEL,LKO,7,DEL-LKO
6E  943,DEL,LKO,7,DEL-LKO
6E  2155,DEL,IXM,7,DEL-IXM
6E  2155,DEL,IXM,7,DEL-IXM
6E  2155,DEL,IXM,3,DEL-IXM
6E  179,DEL,BOM,7,DEL-BOM
6E  129,DEL,BOM,7,DEL-BOM
6E  155,DEL,BOM,7,DEL-BOM
6E  167,DEL,BOM,7,DEL-BOM
6E  171,DEL,BOM,7,DEL-BOM
6E  181,DEL,BOM,6,DEL-BOM
6E  185,DEL,BOM,7,DEL-BOM
6E  189,DEL,BOM,7,DEL-BOM
6E  191,DEL,BOM,7,DEL-BOM
6E  197,DEL,BOM,7,DEL-BOM
6E  223,DEL,BOM,7,DEL-BOM
6E  5335,DEL,BOM,7,DEL-BOM
6E  5339,DEL,BOM,7,DEL-BOM
6E  665,DEL,BOM,7,DEL-BOM
6E  755,DEL,BOM,7,DEL-BOM
6E  843,DEL,BOM,7,DEL-BOM
6E  957,DEL,BOM,7,DEL-BOM
6E  993,DEL,BOM,7,DEL-BOM
6E  179,DEL,BOM,7,DEL-BOM
6E  181,DEL,BOM,1,DEL-BOM
6E  179,DEL,BOM,7,DEL-BOM
6E  148,DEL,BOM,6,DEL-BOM
6E  2035,DEL,BOM,7,DEL-BOM
6E  2173,DEL,BOM,7,DEL-BOM
6E  408,DEL,BOM,7,DEL-BOM
6E  6215,DEL,BOM,7,DEL-BOM
6E  6957,DEL,BOM,7,DEL-BOM
6E  5339,DEL,BOM,7,DEL-BOM
6E  148,DEL,BOM,1,DEL-BOM
6E  8268,DEL,MCT,2,DEL-MCT
6E  135,DEL,NAG,6,DEL-NAG
6E  2017,DEL,NAG,7,DEL-NAG
6E  221,DEL,NAG,7,DEL-NAG
6E  774,DEL,NAG,7,DEL-NAG
6E  6512,DEL,NAG,1,DEL-NAG
6E  2125,DEL,NAG,7,DEL-NAG
6E  504,DEL,NAG,7,DEL-NAG
6E  2323,DEL,PAT,7,DEL-PAT
6E  581,DEL,PAT,7,DEL-PAT
6E  6126,DEL,PAT,7,DEL-PAT
6E  653,DEL,PAT,7,DEL-PAT
6E  738,DEL,PAT,7,DEL-PAT
6E  107,DEL,PAT,7,DEL-PAT
6E  203,DEL,PAT,7,DEL-PAT
6E  2614,DEL,PAT,7,DEL-PAT
6E  494,DEL,PAT,3,DEL-PAT
6E  499,DEL,PAT,7,DEL-PAT
6E  6494,DEL,PAT,7,DEL-PAT
6E  494,DEL,PAT,4,DEL-PAT
6E  2037,DEL,IXD,7,DEL-IXD
6E  2037,DEL,IXD,7,DEL-IXD
6E  105,DEL,PNQ,6,DEL-PNQ
6E  177,DEL,PNQ,7,DEL-PNQ
6E  286,DEL,PNQ,7,DEL-PNQ
6E  643,DEL,PNQ,7,DEL-PNQ
6E  671,DEL,PNQ,7,DEL-PNQ
6E  6769,DEL,PNQ,6,DEL-PNQ
6E  951,DEL,PNQ,7,DEL-PNQ
6E  769,DEL,PNQ,1,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  286,DEL,PNQ,7,DEL-PNQ
6E  643,DEL,PNQ,7,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  271,DEL,PNQ,6,DEL-PNQ
6E  2064,DEL,RPR,7,DEL-RPR
6E  2393,DEL,RPR,7,DEL-RPR
6E  2757,DEL,RPR,7,DEL-RPR
6E  2912,DEL,RPR,7,DEL-RPR
6E  2757,DEL,RPR,7,DEL-RPR
6E  2912,DEL,RPR,7,DEL-RPR
6E  2757,DEL,RPR,7,DEL-RPR
6E  2912,DEL,RPR,7,DEL-RPR
6E  509,DEL,RPR,7,DEL-RPR
6E  421,DEL,IXR,7,DEL-IXR
6E  535,DEL,IXR,7,DEL-IXR
6E  6325,DEL,IXR,7,DEL-IXR
6E  6515,DEL,IXR,6,DEL-IXR
6E  6514,DEL,IXR,1,DEL-IXR
6E  421,DEL,IXR,7,DEL-IXR
6E  421,DEL,IXR,7,DEL-IXR
6E  6535,DEL,IXR,7,DEL-IXR
6E  2019,DEL,SAG,7,DEL-SAG
6E  106,DEL,SAG,3,DEL-SAG
6E  1214,DEL,SIN,7,DEL-SIN
6E  1214,DEL,SIN,7,DEL-SIN
6E  2901,DEL,SXR,4,DEL-SXR
6E  2148,DEL,SXR,6,DEL-SXR
6E  2486,DEL,SXR,7,DEL-SXR
6E  2132,DEL,SXR,3,DEL-SXR
6E  2011,DEL,SXR,7,DEL-SXR
6E  2486,DEL,SXR,7,DEL-SXR
6E  2011,DEL,SXR,7,DEL-SXR
6E  2486,DEL,SXR,7,DEL-SXR
6E  2132,DEL,SXR,4,DEL-SXR
6E  2586,DEL,SXR,7,DEL-SXR
6E  2132,DEL,SXR,3,DEL-SXR
6E  2148,DEL,SXR,6,DEL-SXR
6E  5034,DEL,STV,1,DEL-STV
6E  5028,DEL,STV,7,DEL-STV
6E  5034,DEL,STV,6,DEL-STV
6E  2177,DEL,STV,7,DEL-STV
6E  5034,DEL,STV,6,DEL-STV
6E  5034,DEL,STV,1,DEL-STV
6E  2177,DEL,STV,7,DEL-STV
6E  945,DEL,TRV,7,DEL-TRV
6E  2198,DEL,TRV,7,DEL-TRV
6E  2554,DEL,UDR,4,DEL-UDR
6E  2322,DEL,UDR,7,DEL-UDR
6E  2746,DEL,UDR,7,DEL-UDR
6E  5041,DEL,UDR,7,DEL-UDR
6E  2554,DEL,UDR,3,DEL-UDR
6E  2148,DEL,UDR,1,DEL-UDR
6E  2153,DEL,UDR,7,DEL-UDR
6E  2153,DEL,UDR,7,DEL-UDR
6E  5041,DEL,UDR,7,DEL-UDR
6E  2322,DEL,UDR,7,DEL-UDR
6E  2702,DEL,BDQ,1,DEL-BDQ
6E  2026,DEL,BDQ,7,DEL-BDQ
6E  2201,DEL,BDQ,7,DEL-BDQ
6E  2698,DEL,BDQ,7,DEL-BDQ
6E  2702,DEL,BDQ,6,DEL-BDQ
6E  2064,DEL,BDQ,7,DEL-BDQ
6E  176,DEL,VNS,7,DEL-VNS
6E  906,DEL,VNS,7,DEL-VNS
6E  2136,DEL,VNS,7,DEL-VNS
6E  519,DEL,VNS,7,DEL-VNS
6E  671,DEL,VNS,7,DEL-VNS
6E  2197,DEL,VTZ,6,DEL-VTZ
6E  2719,DEL,VTZ,7,DEL-VTZ
6E  2197,DEL,VTZ,1,DEL-VTZ
6E  2719,DEL,VTZ,7,DEL-VTZ
6E  2719,DEL,VTZ,7,DEL-VTZ
6E  2051,DEL,VTZ,4,DEL-VTZ
6E  2051,DEL,VTZ,3,DEL-VTZ
6E  5337,DIB,DEL,7,DIB-DEL
6E  6772,DIB,DEL,7,DIB-DEL
6E  6573,DIB,GAU,7,DIB-GAU
6E  2158,DIB,GAU,7,DIB-GAU
6E  206,DIB,CCU,7,DIB-CCU
6E  206,DIB,CCU,7,DIB-CCU
6E  446,DIB,CCU,7,DIB-CCU
6E  417,DMU,CCU,7,DMU-CCU
6E  417,DMU,CCU,7,DMU-CCU
6E  2067,GAY,DEL,7,GAY-DEL
6E  2067,GAY,DEL,4,GAY-DEL
6E  162,GOI,AMD,7,GOI-AMD
6E  948,GOI,AMD,7,GOI-AMD
6E  162,GOI,AMD,7,GOI-AMD
6E  281,GOI,BLR,7,GOI-BLR
6E  477,GOI,BLR,6,GOI-BLR
6E  617,GOI,BLR,7,GOI-BLR
6E  677,GOI,BLR,7,GOI-BLR
6E  714,GOI,BLR,6,GOI-BLR
6E  491,GOI,BLR,1,GOI-BLR
6E  369,GOI,BLR,7,GOI-BLR
6E  369,GOI,BLR,1,GOI-BLR
6E  369,GOI,BLR,6,GOI-BLR
6E  714,GOI,BLR,6,GOI-BLR
6E  189,GOI,BLR,6,GOI-BLR
6E  369,GOI,BLR,7,GOI-BLR
6E  189,GOI,BLR,6,GOI-BLR
6E  391,GOI,IXC,7,GOI-IXC
6E  391,GOI,IXC,7,GOI-IXC
6E  137,GOI,MAA,7,GOI-MAA
6E  412,GOI,MAA,7,GOI-MAA
6E  336,GOI,DEL,7,GOI-DEL
6E  637,GOI,DEL,7,GOI-DEL
6E  6386,GOI,DEL,7,GOI-DEL
6E  6532,GOI,DEL,7,GOI-DEL
6E  724,GOI,DEL,7,GOI-DEL
6E  924,GOI,DEL,7,GOI-DEL
6E  2025,GOI,DEL,7,GOI-DEL
6E  276,GOI,DEL,7,GOI-DEL
6E  665,GOI,DEL,7,GOI-DEL
6E  381,GOI,HYD,1,GOI-HYD
6E  259,GOI,HYD,7,GOI-HYD
6E  6298,GOI,HYD,7,GOI-HYD
6E  6309,GOI,HYD,7,GOI-HYD
6E  744,GOI,HYD,6,GOI-HYD
6E  381,GOI,HYD,6,GOI-HYD
6E  744,GOI,HYD,1,GOI-HYD
6E  358,GOI,HYD,7,GOI-HYD
6E  381,GOI,HYD,6,GOI-HYD
6E  381,GOI,HYD,1,GOI-HYD
6E  487,GOI,HYD,6,GOI-HYD
6E  358,GOI,HYD,1,GOI-HYD
6E  487,GOI,HYD,6,GOI-HYD
6E  252,GOI,IDR,7,GOI-IDR
6E  7985,GOI,CNN,7,GOI-CNN
6E  7985,GOI,CNN,4,GOI-CNN
6E  7985,GOI,CNN,4,GOI-CNN
6E  633,GOI,CCU,7,GOI-CCU
6E  589,GOI,LKO,7,GOI-LKO
6E  397,GOI,LKO,4,GOI-LKO
6E  813,GOI,BOM,7,GOI-BOM
6E  418,GOI,BOM,7,GOI-BOM
6E  468,GOI,BOM,7,GOI-BOM
6E  6097,GOI,BOM,7,GOI-BOM
6E  8489,GOI,BOM,1,GOI-BOM
6E  712,GOI,BOM,6,GOI-BOM
6E  3202,GOI,BOM,2,GOI-BOM
6E  5346,GOI,BOM,1,GOI-BOM
6E  813,GOI,BOM,7,GOI-BOM
6E  813,GOI,BOM,7,GOI-BOM
6E  5352,GOI,BOM,7,GOI-BOM
6E  6097,GOI,BOM,7,GOI-BOM
6E  6332,GOI,BOM,6,GOI-BOM
6E  437,GOI,NAG,7,GOI-NAG
6E  6129,GOI,PNQ,7,GOI-PNQ
6E  5029,GOI,STV,7,GOI-STV
6E  138,GOP,DEL,7,GOP-DEL
6E  138,GOP,DEL,7,GOP-DEL
6E  6319,GOP,HYD,7,GOP-HYD
6E  6318,GOP,HYD,7,GOP-HYD
6E  7306,GOP,CCU,7,GOP-CCU
6E  7306,GOP,CCU,7,GOP-CCU
6E  137,GOP,BOM,3,GOP-BOM
6E  137,GOP,BOM,4,GOP-BOM
6E  137,GOP,BOM,3,GOP-BOM
6E  137,GOP,BOM,2,GOP-BOM
6E  137,GOP,BOM,2,GOP-BOM
6E  7938,GOP,IXD,7,GOP-IXD
6E  7938,GOP,IXD,7,GOP-IXD
6E  112,GAU,IXA,7,GAU-IXA
6E  457,GAU,IXA,7,GAU-IXA
6E  525,GAU,IXA,7,GAU-IXA
6E  112,GAU,IXA,4,GAU-IXA
6E  112,GAU,IXA,3,GAU-IXA
6E  112,GAU,IXA,7,GAU-IXA
6E  7345,GAU,AJL,7,GAU-AJL
6E  468,GAU,AJL,2,GAU-AJL
6E  468,GAU,AJL,2,GAU-AJL
6E  468,GAU,AJL,2,GAU-AJL
6E  958,GAU,IXB,7,GAU-IXB
6E  316,GAU,BLR,7,GAU-BLR
6E  291,GAU,BLR,2,GAU-BLR
6E  478,GAU,BLR,7,GAU-BLR
6E  291,GAU,BLR,5,GAU-BLR
6E  291,GAU,BLR,5,GAU-BLR
6E  119,GAU,MAA,2,GAU-MAA
6E  119,GAU,MAA,5,GAU-MAA
6E  119,GAU,MAA,5,GAU-MAA
6E  119,GAU,MAA,2,GAU-MAA
6E  558,GAU,DEL,7,GAU-DEL
6E  614,GAU,DEL,7,GAU-DEL
6E  6573,GAU,DEL,7,GAU-DEL
6E  6906,GAU,DEL,7,GAU-DEL
6E  885,GAU,DEL,7,GAU-DEL
6E  614,GAU,DEL,3,GAU-DEL
6E  2158,GAU,DEL,7,GAU-DEL
6E  2193,GAU,DEL,7,GAU-DEL
6E  278,GAU,DEL,7,GAU-DEL
6E  558,GAU,DEL,7,GAU-DEL
6E  614,GAU,DEL,4,GAU-DEL
6E  614,GAU,DEL,4,GAU-DEL
6E  2157,GAU,DIB,7,GAU-DIB
6E  187,GAU,HYD,7,GAU-HYD
6E  6797,GAU,HYD,1,GAU-HYD
6E  6539,GAU,HYD,7,GAU-HYD
6E  186,GAU,IMF,7,GAU-IMF
6E  251,GAU,IMF,7,GAU-IMF
6E  457,GAU,IMF,5,GAU-IMF
6E  251,GAU,IMF,3,GAU-IMF
6E  457,GAU,IMF,5,GAU-IMF
6E  939,GAU,JRH,7,GAU-JRH
6E  457,GAU,JRH,2,GAU-JRH
6E  291,GAU,CCU,7,GAU-CCU
6E  394,GAU,CCU,7,GAU-CCU
6E  572,GAU,CCU,7,GAU-CCU
6E  596,GAU,CCU,7,GAU-CCU
6E  6248,GAU,CCU,7,GAU-CCU
6E  7311,GAU,CCU,7,GAU-CCU
6E  856,GAU,CCU,7,GAU-CCU
6E  894,GAU,CCU,7,GAU-CCU
6E  6292,GAU,CCU,1,GAU-CCU
6E  349,GAU,CCU,7,GAU-CCU
6E  6248,GAU,CCU,7,GAU-CCU
6E  6292,GAU,CCU,6,GAU-CCU
6E  433,GAU,BOM,7,GAU-BOM
6E  6219,GAU,BOM,7,GAU-BOM
6E  433,GAU,BOM,7,GAU-BOM
6E  726,GAU,IXS,7,GAU-IXS
6E  251,GAU,IXS,4,GAU-IXS
6E  251,GAU,IXS,4,GAU-IXS
6E  7161,HBX,BLR,7,HBX-BLR
6E  7115,HBX,BLR,7,HBX-BLR
6E  7161,HBX,BLR,6,HBX-BLR
6E  7161,HBX,BLR,6,HBX-BLR
6E  7964,HBX,MAA,7,HBX-MAA
6E  7987,HBX,MAA,7,HBX-MAA
6E  7987,HBX,MAA,4,HBX-MAA
6E  7981,HBX,CNN,7,HBX-CNN
6E  7981,HBX,CNN,3,HBX-CNN
6E  7996,HBX,COK,7,HBX-COK
6E  197,HBX,BOM,3,HBX-BOM
6E  197,HBX,BOM,3,HBX-BOM
6E  6361,HYD,AMD,6,HYD-AMD
6E  644,HYD,AMD,6,HYD-AMD
6E  6719,HYD,AMD,7,HYD-AMD
6E  995,HYD,AMD,7,HYD-AMD
6E  6798,HYD,AMD,1,HYD-AMD
6E  6131,HYD,AMD,7,HYD-AMD
6E  644,HYD,AMD,1,HYD-AMD
6E  352,HYD,AMD,7,HYD-AMD
6E  6719,HYD,AMD,7,HYD-AMD
6E  644,HYD,AMD,6,HYD-AMD
6E  686,HYD,IXU,7,HYD-IXU
6E  7346,HYD,IXU,7,HYD-IXU
6E  618,HYD,IXB,7,HYD-IXB
6E  149,HYD,IXB,7,HYD-IXB
6E  7966,HYD,IXG,7,HYD-IXG
6E  7966,HYD,IXG,7,HYD-IXG
6E  7174,HYD,BLR,1,HYD-BLR
6E  827,HYD,BLR,1,HYD-BLR
6E  151,HYD,BLR,7,HYD-BLR
6E  357,HYD,BLR,7,HYD-BLR
6E  371,HYD,BLR,7,HYD-BLR
6E  413,HYD,BLR,7,HYD-BLR
6E  6417,HYD,BLR,7,HYD-BLR
6E  645,HYD,BLR,7,HYD-BLR
6E  6505,HYD,BLR,7,HYD-BLR
6E  739,HYD,BLR,6,HYD-BLR
6E  527,HYD,BLR,6,HYD-BLR
6E  6369,HYD,BLR,6,HYD-BLR
6E  7176,HYD,BLR,6,HYD-BLR
6E  827,HYD,BLR,6,HYD-BLR
6E  7142,HYD,BLR,5,HYD-BLR
6E  6137,HYD,BLR,6,HYD-BLR
6E  6158,HYD,BLR,7,HYD-BLR
6E  7639,HYD,BLR,5,HYD-BLR
6E  146,HYD,BLR,7,HYD-BLR
6E  167,HYD,BLR,7,HYD-BLR
6E  6319,HYD,BLR,7,HYD-BLR
6E  6505,HYD,BLR,7,HYD-BLR
6E  6916,HYD,BLR,7,HYD-BLR
6E  7121,HYD,BHO,7,HYD-BHO
6E  7121,HYD,BHO,7,HYD-BHO
6E  266,HYD,BBI,7,HYD-BBI
6E  785,HYD,BBI,7,HYD-BBI
6E  922,HYD,BBI,7,HYD-BBI
6E  266,HYD,BBI,7,HYD-BBI
6E  6116,HYD,BBI,3,HYD-BBI
6E  527,HYD,BBI,7,HYD-BBI
6E  269,HYD,IXC,7,HYD-IXC
6E  269,HYD,IXC,6,HYD-IXC
6E  269,HYD,IXC,1,HYD-IXC
6E  381,HYD,MAA,1,HYD-MAA
6E  121,HYD,MAA,7,HYD-MAA
6E  188,HYD,MAA,7,HYD-MAA
6E  274,HYD,MAA,7,HYD-MAA
6E  311,HYD,MAA,6,HYD-MAA
6E  597,HYD,MAA,7,HYD-MAA
6E  6007,HYD,MAA,7,HYD-MAA
6E  6151,HYD,MAA,7,HYD-MAA
6E  6174,HYD,MAA,7,HYD-MAA
6E  6216,HYD,MAA,7,HYD-MAA
6E  6816,HYD,MAA,7,HYD-MAA
6E  683,HYD,MAA,7,HYD-MAA
6E  6109,HYD,MAA,7,HYD-MAA
6E  381,HYD,MAA,6,HYD-MAA
6E  188,HYD,MAA,1,HYD-MAA
6E  188,HYD,MAA,2,HYD-MAA
6E  188,HYD,MAA,3,HYD-MAA
6E  311,HYD,MAA,1,HYD-MAA
6E  299,HYD,MAA,7,HYD-MAA
6E  6238,HYD,MAA,7,HYD-MAA
6E  188,HYD,MAA,3,HYD-MAA
6E  6238,HYD,MAA,7,HYD-MAA
6E  546,HYD,MAA,7,HYD-MAA
6E  6117,HYD,MAA,7,HYD-MAA
6E  223,HYD,MAA,6,HYD-MAA
6E  223,HYD,MAA,6,HYD-MAA
6E  7274,HYD,MAA,1,HYD-MAA
6E  188,HYD,MAA,1,HYD-MAA
6E  506,HYD,CJB,7,HYD-CJB
6E  6008,HYD,CJB,7,HYD-CJB
6E  6776,HYD,CJB,7,HYD-CJB
6E  752,HYD,CJB,7,HYD-CJB
6E  606,HYD,CJB,7,HYD-CJB
6E  914,HYD,CJB,1,HYD-CJB
6E  914,HYD,CJB,2,HYD-CJB
6E  914,HYD,CJB,4,HYD-CJB
6E  914,HYD,CJB,4,HYD-CJB
6E  308,HYD,DEL,7,HYD-DEL
6E  5012,HYD,DEL,7,HYD-DEL
6E  5045,HYD,DEL,7,HYD-DEL
6E  564,HYD,DEL,7,HYD-DEL
6E  595,HYD,DEL,7,HYD-DEL
6E  6468,HYD,DEL,7,HYD-DEL
6E  6684,HYD,DEL,6,HYD-DEL
6E  6966,HYD,DEL,7,HYD-DEL
6E  738,HYD,DEL,7,HYD-DEL
6E  766,HYD,DEL,7,HYD-DEL
6E  845,HYD,DEL,7,HYD-DEL
6E  846,HYD,DEL,7,HYD-DEL
6E  6362,HYD,DEL,1,HYD-DEL
6E  2023,HYD,DEL,7,HYD-DEL
6E  2165,HYD,DEL,7,HYD-DEL
6E  5002,HYD,DEL,7,HYD-DEL
6E  5045,HYD,DEL,7,HYD-DEL
6E  6468,HYD,DEL,7,HYD-DEL
6E  6684,HYD,DEL,6,HYD-DEL
6E  6684,HYD,DEL,1,HYD-DEL
6E  309,HYD,GOI,7,HYD-GOI
6E  6809,HYD,GOI,7,HYD-GOI
6E  6913,HYD,GOI,7,HYD-GOI
6E  743,HYD,GOI,6,HYD-GOI
6E  905,HYD,GOI,7,HYD-GOI
6E  905,HYD,GOI,7,HYD-GOI
6E  743,HYD,GOI,1,HYD-GOI
6E  486,HYD,GOI,1,HYD-GOI
6E  905,HYD,GOI,7,HYD-GOI
6E  348,HYD,GOI,7,HYD-GOI
6E  486,HYD,GOI,5,HYD-GOI
6E  486,HYD,GOI,5,HYD-GOI
6E  6316,HYD,GOP,7,HYD-GOP
6E  6316,HYD,GOP,7,HYD-GOP
6E  186,HYD,GAU,7,HYD-GAU
6E  6538,HYD,GAU,7,HYD-GAU
6E  587,HYD,IDR,6,HYD-IDR
6E  6304,HYD,IDR,7,HYD-IDR
6E  587,HYD,IDR,1,HYD-IDR
6E  6237,HYD,IDR,7,HYD-IDR
6E  883,HYD,IDR,7,HYD-IDR
